category,rating,label,text,word_count,excl_count,tfidf_svd_0,tfidf_svd_1,tfidf_svd_2,tfidf_svd_3,tfidf_svd_4,tfidf_svd_5,tfidf_svd_6,tfidf_svd_7,tfidf_svd_8,tfidf_svd_9,tfidf_svd_10,tfidf_svd_11,tfidf_svd_12,tfidf_svd_13,tfidf_svd_14,tfidf_svd_15,tfidf_svd_16,tfidf_svd_17,tfidf_svd_18,tfidf_svd_19,tfidf_svd_20,tfidf_svd_21,tfidf_svd_22,tfidf_svd_23
Toys_and_Games_5,4,CG,Purchased this for my toddler and he loves it!  He is 4 months old and loves the different colors and shapes. I am very happy with the purchase.,28,1,-0.09224949213953887,0.03815252964659673,-0.01637062504960992,-0.00030719891317746405,0.03501112513347026,-0.05355363850266323,0.055287578291109495,-0.07187945364683547,0.06360033296840324,-0.05615123147038736,0.07728765537729027,-0.06400467854485838,-0.007832704445986403,0.02701423426069363,-0.07096070506530233,0.007564052123159713,0.008552990271653092,0.03770776314967317,-0.008308454280982496,-0.007517639309916619,0.012900108676765018,0.013609213390454459,0.0022519340791617944,0.03579112722912344
Movies_and_TV_5,5,CG,Well I just finished watching this movie and thought it was pretty good.  The acting was pretty good.  The story was pretty good.  The acting was pretty good.  The movie was pretty good.  The acting was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good.  The movie was pretty good. ,158,0,-0.1996131432698241,-0.5748707010811794,0.03346737897057388,0.09490412319435063,0.01468484898011293,-0.09990555583796534,-0.0060699074196196474,-0.02236256809170895,0.013554349836624872,-0.037635765732673056,-0.0021226672943768722,-0.02434988132793425,0.12006824928601136,-0.004734187138153818,0.061817473536333656,0.04484868549211646,-0.015199612642552407,0.009003183380178513,0.0028400574625272144,-0.06272124528549096,-0.020347739649163983,-0.05387645361331765,0.03322354636071646,0.00676423778565927
Electronics_5,5,OR,"Works amazing!
This is the most inexpensive electronic technology I think I have ever bought and yet the best results. my house is large (twice the average home) and I only had coverage within one part of the house. after installing this unit I have a strong signal around my entire house and all the way out around the perimeter of the house in a 3/4 acre lot.
another feature worth mentioning is that when you move it and replace it at a different outlet or a power outage occurs it resets automatically within less than 2 minutes.",98,1,-0.06731695471062787,0.018470481659959924,-0.005052773729621237,0.0006155208313221717,0.01330916617433212,0.00663744580291451,0.014019063150389597,-0.01320891213778398,-0.004984358141816878,-0.005864669079124844,-0.01172602112484924,0.014028510913790227,0.006227699610138227,0.016404343638130925,0.0214726417908939,0.009470867218174047,-0.0004547616588475699,-0.022000147837932853,-0.005471434366865625,0.004436880486510801,0.004535931204086687,0.010482500102307054,-0.012745986132948785,-0.0007498104736664783
Clothing_Shoes_and_Jewelry_5,5,OR,He loves this shirt.  It is cooler than the t-shirt he usually wears and it travels well.,17,0,-0.08370716959033926,0.03402518398902799,-0.015151240229089858,0.008283934528769184,0.011157534862624783,-0.041912353267054385,0.04312915321399016,-0.08853696048183045,0.04676041370155971,-0.07400477679153307,0.09457852488116844,-0.04757132640648436,0.015519538218749684,0.043005203049114,-0.07846692600595954,0.027103448034190767,0.008052438423982467,0.039469144320661065,-0.023437095604914474,-0.024731214711675602,0.029180909825588484,0.006591596495607176,0.007592232515320419,0.03415544894687594
Sports_and_Outdoors_5,5,OR,I used these for travel pants.  Comfortable and lots of pockets. They have sort of a military/SWAT team look to them. Price was very good for the quality of construction.  They come in several colors so you can change up your look.  Glad I bought them!,46,1,-0.1073728885673249,0.007567871696245462,-0.005042074308492322,-0.05525655548165182,0.007052723290971682,-0.040129031761956584,-0.01319722197089548,0.01086645731419899,0.011750525613605935,0.08059862831558699,-0.004659384740057158,-0.03380199910358652,0.01481269216467134,-0.03935375597770741,0.004819947869566503,0.03473724751134436,-0.007796725965001764,0.01607518015959966,0.029666401780598286,0.03102884652295991,0.0066343803671833216,0.02123262050188745,-0.014541839033147274,0.015228864818751289
Kindle_Store_5,5,CG,OMG what a story!! I loved it and the characters. I will definitely be reading the next one. I read this book in the last few days and have enjoyed it so much I can't wait to read it.,39,2,-0.10005520255675604,0.0184772280513846,-0.028453944245356674,0.06317138103677396,-0.09044660213468375,0.03429726456223744,-0.006743124310319393,-0.024916420833483863,0.005997598000725551,-0.009411324155614176,-0.010559420548161488,0.0039332594208628105,-0.009301087890815784,-0.04961113521451272,0.021076183617616557,-0.005041554158146415,-0.007235348178619668,0.011150888120752309,-0.027826245016697296,0.034848628914661534,0.009074545367754962,0.019226306440001006,-0.02770028285685467,0.002985930021822076
Pet_Supplies_5,1,OR,"My 5 dogs and 3 puppies all would not eat this & the usually love everything!! My daughter' dog got sick when she mixed it 50/50

We raise Goldendoodles, and I had HIGH hopes that my puppies would love this as I've been researching high quality dog foods.... well it doesn't matter how high the quality is supposed to be if the puppies/dogs won't eat it! NONE of my 5 adult dogs or 12 puppies ages 2-8 month old puppies would eat it straight. I've been having to mix in meat drippings to get them to eat any of it and it caused SEVERE digestive upsets in ALL my dogs! Also when I bought mine (it was on sale) I told my daughter to try it for her dog & she had the same problem, she was mixing it 50/50 with his regular food and where he normally ate 1 bowl a day, his bowl sat for 3 days and still had kibble in it and he also had an upset stomach from the little he ate and she was up cleaning his ""accidents"" and this dog that had never had one, had several in the middle  of the night !! If this was any good (*& my dogs liked it) I was going to order 20 bags at the sale price of 2/3 off! But now I know why it was so heavily discounted. The dogs won't eat it and it makes them sick! My dogs are Goldendoodles that my son raises hers is a small Havanese that can dehydrate quickly so 3 days of  severe GI problems  trying to introduce a new food was about the limit for her. He is back on his normal food and his tummy is doing better! I DO NOT recommend this food even if it was FREE!",305,10,-0.08385475487999228,0.021269253933216454,-0.007608017209098716,0.0012501007383619205,0.002663578219838554,-0.025820291681671437,0.027677949084236486,-0.03641100122480915,0.015584693924040719,-0.012787700428685546,0.013362038516575466,-0.0065954872219422585,-0.002981578102531674,0.01247884049693349,0.0022375340598690978,0.0046599876495660225,0.0002606243195498486,0.010863964385651593,0.0045671310760239964,-0.0016919608547744144,0.014153184583910856,-0.008779285880174487,-0.006427531471826398,5.847538480010622e-05
Books_5,3,OR,"An enjoyable book to read, although I do disagree that Robb is the second coming of Ellis Peters.  Her plots are complicated just to be complicated and some of her ""good"" characters are unlovably sticky.  Her insistence on the occasional arcane vocabulary seems arbitrary and pettifogging -- especially since perfectly good modern English words are available for most of them.  (After all, her dialogue is actually a ""translation"" of the Chaucerian language they spoke in, anyway.)  Nevertheless, Robb is a good writer and constructor and the book is a romp to read.  Better start the soap opera here, by the way -- she won't catch you up later in the series if you miss an episode.",116,0,-0.07329978117360221,-0.0036517184203006987,-0.010168426231869185,0.00435142394995657,-0.04001818585403463,-0.0019229058243911406,-0.016419912924389123,-0.008492675332446653,0.007906487029000429,-0.0012051164812976697,0.001119847051038613,0.0026785923935543784,-0.0029823311638007624,0.002822816545638015,0.01604733240164581,-0.0024343534141085944,-0.00042516362639847616,0.01520540831129418,0.0027185981667058865,0.015051905147288566,-0.011323409227701038,0.013877727662705274,-0.01994596356354377,0.01730680558818847
Kindle_Store_5,3,CG,"After the Blue sisters find out what the brothers have planned for their first time together, they find out that they have had a lot of fun together and have a great time.  This is a very well written story.  I would recommend it.This was an excellent read. The characters were well developed and the story flowed nicely. I can't wait to see what happens next. I received a free copy of this book from the author.I enjoyed this book. I love how the heroine is able to take care of her family, and how she is able to put herself in a position to make it work. I really enjoyed the characters. I can't wait to read the next book.I have read this author before and she is not my favorite.  I found it a bit hard to believe that she would write this book for me.  I will be reading the next one.  I have not read the previous",161,0,-0.0937390967244744,0.019423899779691306,-0.021398776415510294,0.042472792502707045,-0.05402495888791025,0.021396641889823282,-0.0012965197931304624,-0.0133772112998192,0.01016428866985546,-0.004434289561868925,0.001987360703512159,-0.0025071279494566718,-0.009447975253088981,-0.020268874515235853,0.0103345243549208,0.002760134043103031,-0.004552622742032655,0.00852373406494028,-0.006732525817906005,0.017557911658486823,0.0056373143476182875,0.00898784756461389,-0.0043679653503268185,0.010073614912168603
Home_and_Kitchen_5,4,OR,"I've been in the market for a nice tumbler for awhile, I've tried a few others...but I've had my issues with them. Namely, they sweat when you put ice in them, or the bottom of cup is way too narrow to stick my hand in and clean the thing, or the plastic straw wears out or develops a curve over time....However, the Chillz Stainless Steel Tumbler has been great. It doesn't sweat, I love the size, 30 oz lets me put in enough ice and still have enough room for water so I don't have to keep filling the thing back up, the larger base also allows me to clean it with relative ease, what I really like about it is the stainless steel straw, I've never had one before and it's been a game changer in my opinion.  For me it seems it makes the drink feel colder when you have a lot of ice in it, not to mention is also doesn't bend over time.  There are a few drawbacks though...Namely the lid isn't exactly spill proof, there's an opening at the top for the straw, but it's a big opening so the star can move around and if you knock it over (which I have) you'll get a decent sized mess to clean up, the other thing is that it's not dishwasher safe, which is no big deal because like I said, it's easy to clean, but if your big on not doing dishes then this may not be for you. Overall, a great buy at a great value.",262,0,-0.07858377798907668,0.02231448024478678,-0.00836600606047378,0.0027883365544376496,0.01592939841674259,-0.010944255430075487,0.01553750948176435,0.005304654208247401,-0.007222735206509043,0.0023428832448694537,-0.018802141092317197,0.028700944218011927,-0.009615452499861269,-0.0017602619078567105,0.00952829766499487,-0.003488710013554137,-0.00034402388361955106,-0.00020023000323282717,0.004674575183767056,-0.004903406906961589,-0.004789521575527034,0.0013058208107043145,-0.017394192578144348,-0.0009677768412182401
Kindle_Store_5,2,OR,"I Was looking for some free games to play.  I don't like it, it's more of a waste of time, than anything.",22,0,-0.09362022321559044,0.019773900981228235,-0.014405492659576006,0.024417832277691655,-0.011708397768007294,-0.017697826423686617,0.019358802441568904,-0.016630491859144426,-0.022784989759520646,-0.00824368112470445,-0.05451542293758456,0.049645744559274126,0.012848312247367785,0.007908879793856224,-0.04342965204300234,-0.01120261455695656,0.004704580055585311,0.005065738565578485,-0.012902369275417408,-0.005667537460849302,0.004863696664298515,-0.008368240640483396,-0.023997634548507875,-0.0026545812642034764
Books_5,2,OR,"Totally not what I expected from this prequel/sequel.  The writing did not flow for me and I struggled to keep the characters all separate and identify who was who and what was what.  A bit of a weak reasoning behind what ""caused"" Hannibal to be Hannibal the Cannibal.  In fact, I felt there was a big contradiction in the explanation as Hannibal was so disgusted by the Cannibalism that went on during the war (ok it was his sister they ate) that I did not truly believe that he would resort to it himself.

I am left wanting a further book to bridge the significant gap between this one and the rest of the Hannibal Lector books.

I originally gave it 3 stars out of 5 but when I actually sat down to write my thoughts and feelings, I downgraded to 2 stars as I could not justify any more than that.",152,0,-0.07226027080070235,0.0172502958906577,0.0032668576160030786,0.022022542531389615,-0.02257626529945296,-0.00436404961097936,0.0022941217020457125,-0.016022081470798318,-0.03290187533436099,-0.010898390223511864,-0.004236927912462549,0.004359407735616982,-0.0033256805488744226,-0.0053410964356128965,0.00807195089723973,0.005756273491390113,-0.004170386615949234,-0.00601554896261003,-0.0005055097935566993,-0.0007710980580827538,0.00439965995966,0.002025585162654768,-0.004163377831150775,0.010036101626334991
Toys_and_Games,4,CG,Great for learning letters and numbers. The interactive features are engaging. Some parts are small and can get lost.,19,0,-0.08091719082862169,0.018366827142938955,-0.011980287555831842,0.00724562620929579,0.023503700426479444,0.024266867831827552,-0.0034455972169336268,0.07154012899206469,-0.0007709568085869496,0.04653123649264317,0.036387780994372884,0.003664510515914327,-0.04184304250455696,0.0952163761746196,-0.036909595147163486,-0.05039565039524212,0.010494518571961518,-0.022961538662631845,0.05369051880090818,-0.003077344018128079,-0.0329410620429217,0.0062411779451063635,-0.019769582208052108,0.013869927150474238
Home_and_Kitchen_5,5,OR,"Very easy assembly. Set out the pieces and look at how the black clips fit together, then you'll be on your way to a quick and easy assembly.
The cutting board can be inserted either with the ""drip catcher"" grooves up or down. We have a small convection oven and a large toaster on top, so we chose to leave the grooves on the down side.
The top shelf is narrow but is nice for smaller items. The two larger shelves below the wood top now hold a cast iron dutch oven, a bread machine, two crock pots and a set of very large bowls.
The feet are adjustable so that you can level the unit so it won't wobble.
We have this in a narrow hall off the kitchen and it has proven to be an excellent investment.",139,0,-0.06926989749508321,0.022019020433482597,-0.007542086992732342,-0.00637896609975917,0.014604893463629594,-0.01427257176983469,-0.0022475566729072533,0.02155723676097975,-0.003708798981250908,-0.0024140601135161648,-0.010873222667145618,0.009153585996281624,-0.009316679788715932,-0.0002826505160695674,0.014662143870964324,0.0002710127669605449,-0.0038254210651979394,0.004732255326842015,0.012868636379618817,-0.018960487543752787,0.003071546795058022,0.0004329070288056242,-0.020418970971145946,-0.01010634251156646
Clothing_Shoes_and_Jewelry,4,OR,"The shirt is cute. Heavier material than a tee. Washes up well, no shrinkage. Arm hole are a little large but it not to big. It will be a good fall shirt. All snd all good buy",37,0,-0.09497527828657679,-0.018658774455511368,-0.0017014158496543492,-0.04492975310830913,-0.021508047174437026,-0.01800457334523614,0.0003308397327658405,-0.012840378498094492,-0.0025446239380191673,0.006988724688960761,-0.0011288711787247826,0.015449390418273494,0.01889288880697663,0.015277480632679632,0.028992173210991217,0.00857275473616769,-0.004383013867513471,-0.009189256795082052,-0.010148585778928057,-0.025201558444398107,-0.023151131793765357,-0.03331489703811158,0.013234955814200327,-0.011717188001421868
Tools_and_Home_Improvement_5,5,CG,"Very good high quality set. The only problem is that it comes with a small screw driver. If you want to use a tool that is as good as this set, it's worth it.",34,0,-0.12384901286923011,-0.027769503811041752,0.05632263776302739,-0.09151399389311508,-0.024808198231091448,-0.019785678948684673,0.029235649788882854,0.02159567935818637,-0.037150815491316505,-0.034492697513601296,-0.025088691525938536,0.03361906118050781,-0.042322383032519624,0.040690918294431555,0.025689444830629453,0.024643511545594448,-0.0073264885709058,-0.03611535847398012,0.020095213175214843,-0.04655612147610118,-0.05332031975607101,-0.002133096475050341,0.03040291022313576,0.032611788963721945
Toys_and_Games_5,3,OR,"The Princess guitar is a pretty in pink starter guitar for small hands and short arms; however, there are some reservations that other reviewers also mentioned.

My 7 and 9 year old girls want to learn guitar.  A full sized guitar is hard for them to manage.  This is more their size.  It does need constant tuning- probably the biggest drawback.  My girls are learning off ""Alfred's Complete Kids' Guitar Course"".  It starts with single finger chords: C-G7-G then a 3 finger chord D7, which are fine on this guitar since it only involves the high 3-4 stings(mostly G-B-E).

For full 6 string strumming, there's usually a string that needs to be tuned or one can just ignore it, and let them strum and play to their imagination.  Our strings have not broken yet.  They have covers for the nuts and stickers to id the open string(which eventually fall off- not a biggie).  It's opening is small and the resonance very limited.

I find our girls use this for play, pretend and simple practice.  For better sound, they mess around with our electric quitar on a mini-amp.  For their age group, it takes time to get use to pressing the strings down and toughen and strenthen their little fingers up.  It's all for fun and they're advancing quite well at their own pace.

Overall, consider the cost and what you want out of a guitar- if it is just fun and goofing around with a little intro to the instrument- this one might suit you; otherwise, buy a better one.",260,0,-0.06522557735554187,0.019455992258651803,-0.006677985606771165,0.0031172561467492817,0.008845881679425722,-0.012631270477244052,0.0138329194578533,0.004899317870540146,-0.0074434763514243845,0.001034783797573555,-0.004680842261655158,0.011259445514536141,-0.006077887911853766,0.014423235160362062,0.013343771697502494,0.0007268421834922328,-0.0010939879226598839,-0.00564975585612971,0.002464927393315218,-0.0007106560972082557,-0.0031257059443266593,0.002347551445420243,-0.010349123372413378,0.0015366600134493005
Home_and_Kitchen,1,CG,The POP containers are overpriced for what they offer. The seals are not as airtight as advertised and food still goes stale quickly. The plastic feels cheap and they crack easily.,31,0,-0.07436932384898605,0.03431876602817807,0.05180919235543542,-0.006735212712348461,0.011507480624470481,-0.031300575187084956,-0.0034734015937855083,0.01534312317639947,-0.04673558066471699,0.03599940923732218,0.012473122098745754,-0.011324709143652675,0.01860705061179414,0.026719859490151737,0.021843427955924654,-0.019618949443371364,0.00557174682858204,0.0038395617159173723,0.029572904013570708,0.03267618108840538,0.0052644763952344265,0.019921847765208844,0.050490934244102934,0.012114659472499208
Pet_Supplies_5,5,OR,Cats ask for it. They balk at other brands because this is all they are used to.,17,0,-0.09567128427351686,0.03788327176086849,-0.007196243283944289,-0.006751697213512365,0.018564669236142993,-0.03586761396161417,0.007200272081368787,-0.0063354479201907996,0.0016666677368380944,0.0638500099081468,-0.01571646114513637,-0.007436638580202017,0.017711410448551176,0.025027349120378,0.04398997603834393,-0.013679755221350174,0.0029844208050344937,0.01115451567531786,0.03317416488845299,0.06723191417715113,-0.004199894764873783,-0.023285952121680543,0.027321556789063547,0.01986720612654455
Toys_and_Games,4,CG,Timeless design and durable construction. Easy to fold and carry. Provides a smooth ride. The height adjustment could be improved.,20,0,-0.05649292682153458,0.02318096770740445,-0.009933676010655987,-0.023469766636534765,0.030829892338173313,-0.001786440717760759,0.007487889473875355,0.11876172337735386,-0.0050043652155709285,-0.05734878828057028,0.02810777632055259,0.05040834752884069,0.0305726508373609,-0.024345451856379284,0.0364319096119814,-0.016161841737540886,-0.000376957028363448,0.09549711157091521,-0.016468567660017617,-0.003907444312364561,0.02045125362219883,-0.012615805736527562,-0.014846938357080411,-0.01406459131523436
Home_and_Kitchen_5,1,CG,"After just a couple of weeks of use, the instructions for opening and closing the lid were not followed.  The lid is plastic, and the lid is",27,0,-0.06788162632865928,0.01816897118657937,-0.007792636057933084,0.006572093062296912,0.0023369386341992177,-0.013570162416393769,0.013683814659598344,0.01629475097454165,-0.011699168037328785,-0.005901248355558165,-0.00504692930003284,0.019954680514540645,0.00021137789826594175,0.006623188859478945,0.019189631197003877,0.0024902402434617307,-0.003710870061385645,-0.007694916155311393,0.02059202003159138,-0.024362522112798313,0.017114301008300525,-0.0006140306987745162,0.018121271723007145,0.0062665329983887935
Sports_and_Outdoors,5,OR,"The quality of this hammock appears to be the same as the popular brands that cost significantly more. Zero issues with stitching, weight capabilities, etc. I am hard pressed to understand why anyone would need to pay more",38,0,-0.06732706787101811,0.0094913538095542,0.016116599908869524,-0.02099678820215074,-0.017714325043667132,-0.007689628830966593,0.012865349134401247,0.007904878599325937,-0.024107716744636753,-0.007180735990372151,-0.011880291768636423,0.02071384898615454,-0.02517138171220686,-0.005275727485461605,0.01865351216220756,-0.0021165829911390702,-0.002111467802295499,-0.00037525868640186666,0.011359091081889747,0.00019480981554802416,0.025236702016883526,0.02767898513636821,-0.012058915496369482,-0.0025579342965544516
Home_and_Kitchen,5,CG,"Blends smoothly and quickly, handling a variety of tasks effortlessly. The large capacity is great for families, though it can be a bit noisy. Overall, a powerful and reliable blender.",30,0,-0.06508760615374679,0.012207161240173908,-0.002354899069219276,-0.01716581018684229,0.03441194579123082,0.023761792846676268,0.009036934388711363,0.0973148279586869,-0.01584797865451358,-0.03809266095687633,0.023466600667226615,0.020985566414750016,0.010969574381335298,0.03571019966385997,-0.009394657306274133,-0.0029846582414312247,0.011901730751870855,0.008818695908672545,-0.03819568582416798,0.04283205733644925,-0.05053813035441011,0.08917934753909845,0.04374845685836564,0.02419327700776653
